Date(MM/DD/YYYY),Hour,Solar Radiance(w/m^2),Temperature(C),Solar Power(kW)
2/16/2011,11,518.4877,18.2163,134.0185063
2/16/2011,12,549.0691,20.0765,140.6464521
2/16/2011,13,407.9862,20.2438,104.42213
2/16/2011,14,280.9446,19.841,72.04789149
2/16/2011,15,367.549,20.206,94.08978738
2/16/2011,16,339.6678,19.8595,87.09952791
2/16/2011,17,90.9417,18.2848,23.49878963
2/16/2011,18,3.7508,16.4675,0.977704626
2/16/2011,19,-1.9709,14.5282,0
2/16/2011,20,-2.273,13.3842,0
2/16/2011,21,-2.4416,12.2238,0
2/16/2011,22,-2.4432,11.7392,0
2/16/2011,23,-2.3498,10.9563,0
2/17/2011,0,-2.7452,10.8602,0
2/17/2011,1,-2.6605,10.3732,0
2/17/2011,2,-3.2577,9.3732,0
2/17/2011,3,-2.7367,8.6038,0
2/17/2011,4,-2.5378,7.9599,0
2/17/2011,5,-2.6331,7.5793,0
2/17/2011,6,-2.9487,7.1517,0
2/17/2011,7,4.5158,6.7946,1.231714932
2/17/2011,8,188.3744,7.508,51.21240626
2/17/2011,9,403.4765,8.6863,109.0968682
2/17/2011,10,572.9753,10.0008,153.9865389
2/17/2011,11,696.7134,11.3213,186.091017
2/17/2011,12,764.8432,12.1185,203.5262096
2/17/2011,13,755.5969,13.4713,199.7880375
2/17/2011,14,682.1154,14.3335,179.6235799
2/17/2011,15,548.6736,15.0248,144.0098111
2/17/2011,16,363.4097,15.3335,95.24354983
2/17/2011,17,107.8195,15.1683,28.27993622
2/17/2011,18,3.5813,14.2843,0.943295171
2/17/2011,19,-3.8345,13.3792,0
2/17/2011,20,-3.9425,12.6957,0
2/17/2011,21,-3.4122,11.6967,0
2/17/2011,22,-3.2948,11.1472,0
2/17/2011,23,-2.9666,11.1212,0
2/18/2011,0,-2.6993,11.0748,0
2/18/2011,1,-2.1392,10.2025,0
2/18/2011,2,-1.5164,10.1027,0
2/18/2011,3,-1.8102,10.0347,0
2/18/2011,4,-2.1455,9.9245,0
2/18/2011,5,-1.8464,9.442,0
2/18/2011,6,-1.9849,9.395,0
2/18/2011,7,7.7563,9.0928,2.093301269
2/18/2011,8,88.9453,9.4683,23.96316465
2/18/2011,9,219.9987,10.4152,59.0104713
2/18/2011,10,372.2403,11.305,99.43236364
2/18/2011,11,632.8383,13.0547,167.6588792
2/18/2011,12,575.8056,14.5512,151.4719969
2/18/2011,13,670.2214,16.0467,175.0562166
2/18/2011,14,593.6248,16.8507,154.4532332
2/18/2011,15,506.5066,17.5167,131.364576
2/18/2011,16,324.0388,17.3222,84.11958137
2/18/2011,17,83.3458,16.5472,21.71708172
2/18/2011,18,2.2408,15.7548,0.586095805
2/18/2011,19,-1.7662,15.3932,0
2/18/2011,20,-1.4658,15.1983,0
2/18/2011,21,-1.3082,14.5873,0
2/18/2011,22,-1.2422,14.2235,0
2/18/2011,23,-1.0346,13.7825,0
2/19/2011,0,-1.2966,13.238,0
2/19/2011,1,-2.8781,11.383,0
2/19/2011,2,-2.2669,10.2103,0
2/19/2011,3,-1.9358,10.366,0
2/19/2011,4,-1.2375,9.8903,0
2/19/2011,5,-1.4593,9.8985,0
2/19/2011,6,-1.3273,9.6218,0
2/19/2011,7,0.0103,9.9317,0.002769004
2/19/2011,8,18.2213,9.8442,4.900522973
2/19/2011,9,88.403,10.1903,23.73727739
2/19/2011,10,229.4673,11.0893,61.35688846
2/19/2011,11,348.8562,11.9525,92.90367659
2/19/2011,12,500.6852,12.6397,132.9070741
2/19/2011,13,726.0116,13.1997,192.2118434
2/19/2011,14,679.6365,13.4088,179.7563782
2/19/2011,15,549.0684,13.2993,145.2977058
2/19/2011,16,361.4694,13.3532,95.62980226
2/19/2011,17,130.2655,12.7692,34.5579391
2/19/2011,18,7.0987,11.9462,1.890506263
2/19/2011,19,-2.4519,11.328,0
2/19/2011,20,-2.7083,10.5488,0
2/19/2011,21,-3.2395,9.5165,0
2/19/2011,22,-2.9948,9.6823,0
2/19/2011,23,-1.8152,9.6,0
2/20/2011,0,-1.9463,8.8427,0
2/20/2011,1,-2.2316,8.4462,0
2/20/2011,2,-1.8536,8.1357,0
2/20/2011,3,-1.1268,8.1907,0
2/20/2011,4,-0.9653,8.0784,0
2/20/2011,5,-1.4428,7.6217,0
2/20/2011,6,-1.4557,6.4543,0
2/20/2011,7,21.3264,5.658,5.847219036
2/20/2011,8,122.3726,5.7041,33.54476182
2/20/2011,9,242.4567,5.8659,66.41316343
2/20/2011,10,505.7044,7.1761,137.6931308
2/20/2011,11,570.3239,8.5403,154.3151754
2/20/2011,12,783.0296,9.9413,210.4966598
2/20/2011,13,626.8592,10.9355,167.7353765
2/20/2011,14,445.988,11.8222,118.8434258
2/20/2011,15,513.8954,12.4377,136.5434852
2/20/2011,16,375.4391,12.8623,99.55598396
2/20/2011,17,143.5496,12.4375,38.14157731
2/20/2011,18,5.1921,11.6198,1.384864171
2/20/2011,19,-2.6025,10.9128,0
2/20/2011,20,-2.8871,10.1763,0
2/20/2011,21,-3.3065,9.5278,0
2/20/2011,22,-3.2577,8.8467,0
2/20/2011,23,-3.3763,8.2681,0
2/21/2011,0,-3.2225,7.6906,0
2/21/2011,1,-3.0137,7.026,0
2/21/2011,2,-1.8013,6.5217,0
2/21/2011,3,-1.7976,5.8979,0
2/21/2011,4,-2.0149,5.5081,0
2/21/2011,5,-1.7866,5.1736,0
2/21/2011,6,-1.2094,5.2882,0
2/21/2011,7,12.9564,5.716,3.551414022
2/21/2011,8,185.9898,6.4599,50.80778686
2/21/2011,9,336.8008,7.3765,91.61971112
2/21/2011,10,326.7624,7.7009,88.75646929
2/21/2011,11,446.4311,8.4179,120.8612314
2/21/2011,12,560.1936,9.4863,150.9117443
2/21/2011,13,575.5579,10.1772,154.5536996
2/21/2011,14,570.4692,11.1685,152.4803559
2/21/2011,15,499.2725,11.9413,132.9679372
2/21/2011,16,394.6208,12.115,105.0110613
2/21/2011,17,162.337,12.093,43.20335457
2/21/2011,18,11.8006,11.7582,3.145476481
2/21/2011,19,-2.0594,11.335,0
2/21/2011,20,-2.2474,10.9193,0
2/21/2011,21,-2.6289,10.1065,0
2/21/2011,22,-2.48,9.2283,0
2/21/2011,23,-2.5381,8.708,0
2/22/2011,0,-2.455,8.4507,0
2/22/2011,1,-2.5013,7.7842,0
2/22/2011,2,-2.2936,6.9679,0
2/22/2011,3,-2.244,6.3865,0
2/22/2011,4,-2.508,5.747,0
2/22/2011,5,-2.5936,5.1286,0
2/22/2011,6,-2.3155,4.3493,0
2/22/2011,7,22.1401,4.1037,6.113332715
2/22/2011,8,201.087,6.038,55.03801462
2/22/2011,9,401.5639,8.0425,108.9028748
2/22/2011,10,574.3596,9.6225,154.6301684
2/22/2011,11,701.7751,10.5732,188.0992363
2/22/2011,12,761.4608,11.7608,202.9666148
2/22/2011,13,752.222,12.7872,199.5389211
2/22/2011,14,680.2652,13.3627,179.9618628
2/22/2011,15,547.9323,14.1137,144.4392692
2/22/2011,16,365.7497,14.5158,96.23066626
2/22/2011,17,153.3375,14.2005,40.40433541
2/22/2011,18,6.2816,13.5097,1.660621836
2/22/2011,19,-3.2804,12.4838,0
2/22/2011,20,-3.3557,11.6398,0
2/22/2011,21,-3.6032,11.2485,0
2/22/2011,22,-3.3802,10.1177,0
2/22/2011,23,-2.9345,9.7352,0
2/23/2011,0,-2.6364,9.1003,0
2/23/2011,1,-2.8989,8.4419,0
2/23/2011,2,-3.3577,7.3873,0
2/23/2011,3,-2.5163,6.8426,0
2/23/2011,4,-2.544,6.5241,0
2/23/2011,5,-2.4861,6.328,0
2/23/2011,6,-2.3006,5.6967,0
2/23/2011,7,24.5535,5.5003,6.736857355
2/23/2011,8,205.514,7.2801,55.93060941
2/23/2011,9,407.4692,8.3771,110.3339497
2/23/2011,10,576.268,9.6693,155.1102398
2/23/2011,11,693.4253,11.0318,185.4637041
2/23/2011,12,757.6805,12.683,201.0855634
2/23/2011,13,742.3715,13.7802,196.0044497
2/23/2011,14,687.6258,14.712,180.7493178
2/23/2011,15,456.4058,15.4472,119.5513917
2/23/2011,16,311.7738,15.6082,81.60359647
2/23/2011,17,115.7453,15.2955,30.34038783
2/23/2011,18,8.3579,14.187,2.202442466
2/23/2011,19,-2.1235,13.4117,0
2/23/2011,20,-2.7671,12.7782,0
2/23/2011,21,-2.9751,12.3333,0
2/23/2011,22,-2.7327,11.8253,0
2/23/2011,23,-2.6385,10.9538,0
2/24/2011,0,-2.5424,10.2913,0
2/24/2011,1,-2.8154,9.5203,0
2/24/2011,2,-2.9116,8.9,0
2/24/2011,3,-2.9355,8.2797,0
2/24/2011,4,-2.9775,7.7077,0
2/24/2011,5,-3.2708,7.2666,0
2/24/2011,6,-3.0663,7.1304,0
2/24/2011,7,24.6583,6.5551,6.733099847
2/24/2011,8,205.9345,7.3383,56.0300667
2/24/2011,9,403.157,8.6364,109.0356249
2/24/2011,10,579.4112,10.1508,155.607541
2/24/2011,11,708.6239,11.3907,189.2108191
2/24/2011,12,769.553,12.7965,204.1273
2/24/2011,13,756.0961,14.0343,199.3879288
2/24/2011,14,680.0032,14.751,178.712491
2/24/2011,15,550.4256,15.6708,144.0251881
2/24/2011,16,377.9721,15.7403,98.86791032
2/24/2011,17,164.6847,15.4748,43.13199338
2/24/2011,18,9.4387,15.1593,2.475779269
2/24/2011,19,-3.2991,15.073,0
2/24/2011,20,-2.8196,14.4473,0
2/24/2011,21,-2.8952,13.5347,0
2/24/2011,22,-2.8573,12.7577,0
2/24/2011,23,-2.4684,12.16,0
2/25/2011,0,-1.9862,11.4865,0
2/25/2011,1,-2.0391,10.8353,0
2/25/2011,2,-1.7674,10.5837,0
2/25/2011,3,-1.834,10.3715,0
2/25/2011,4,-2.062,10.5092,0
2/25/2011,5,-1.9516,10.0358,0
2/25/2011,6,-2.139,9.5697,0
2/25/2011,7,25.9264,9.1888,6.99400937
2/25/2011,8,220.129,9.8897,59.19001904
2/25/2011,9,429.9018,10.6737,115.1740777
2/25/2011,10,753.8853,11.7163,200.9893077
2/25/2011,11,827.5979,12.823,219.4965495
2/25/2011,12,758.3296,13.3338,200.640931
2/25/2011,13,371.5541,13.6158,98.17583273
2/25/2011,14,487.9951,14.1828,128.5972007
2/25/2011,15,642.6087,15.1188,168.5893564
2/25/2011,16,400.5614,14.8993,105.1977882
2/25/2011,17,101.0583,14.2887,26.61765721
2/25/2011,18,7.0487,13.8427,1.860480576
2/25/2011,19,-2.3854,13.6032,0
2/25/2011,20,-2.1091,13.492,0
2/25/2011,21,-1.7787,13.272,0
2/25/2011,22,-2.2522,12.9092,0
2/25/2011,23,-2.2225,12.2257,0
2/26/2011,0,-2.1016,11.602,0
2/26/2011,1,-1.7998,11.6598,0
2/26/2011,2,-1.7722,11.1682,0
2/26/2011,3,-1.7262,11.2033,0
2/26/2011,4,-2.1793,10.746,0
2/26/2011,5,-1.4338,10.31,0
2/26/2011,6,-2.1461,9.8738,0
2/26/2011,7,17.4815,9.117,4.717448331
2/26/2011,8,153.142,9.1558,41.3185156
2/26/2011,9,285.4778,9.4042,76.93476834
2/26/2011,10,255.1126,9.0377,68.86837982
2/26/2011,11,464.5327,9.6127,125.068055
2/26/2011,12,686.7068,10.5837,184.0514141
2/26/2011,13,459.152,11.0268,122.8077784
2/26/2011,14,340.7328,10.5013,91.35842831
2/26/2011,15,188.8746,9.9243,50.77792101
2/26/2011,16,229.642,9.7283,61.79427966
2/26/2011,17,73.1877,8.4059,19.81503002
2/26/2011,18,7.3837,8.197,2.001010389
2/26/2011,19,-2.5327,8.07,0
2/26/2011,20,-2.4733,7.6676,0
2/26/2011,21,-2.0516,7.156,0
2/26/2011,22,-1.9626,7.6022,0
2/26/2011,23,-1.3886,6.8217,0
2/27/2011,0,-1.0223,6.3752,0
2/27/2011,1,-1.7918,5.2532,0
2/27/2011,2,-1.4346,5.0285,0
2/27/2011,3,-1.1446,4.1018,0
2/27/2011,4,-1.2646,4.4402,0
2/27/2011,5,-1.9194,4.3789,0
2/27/2011,6,-1.6487,3.4989,0
2/27/2011,7,23.3153,3.784,6.447146756
2/27/2011,8,216.0597,5.0764,59.3957838
2/27/2011,9,443.1212,6.6005,120.9718106
2/27/2011,10,615.715,8.0192,166.9979166
2/27/2011,11,736.8747,9.0385,198.9207069
2/27/2011,12,794.7047,9.9012,213.6750342
2/27/2011,13,779.356,10.787,208.6852335
2/27/2011,14,706.765,11.4545,188.6581066
2/27/2011,15,571.0092,12.283,151.829205
2/27/2011,16,389.0394,12.7877,103.1986823
2/27/2011,17,177.9959,12.4283,47.29611382
2/27/2011,18,15.0407,11.4872,4.014227464
2/27/2011,19,-2.7885,10.5483,0
2/27/2011,20,-2.9679,9.8213,0
2/27/2011,21,-3.025,9.2892,0
2/27/2011,22,-3.1875,8.7723,0
2/27/2011,23,-3.2111,8.2154,0
2/28/2011,0,-3.2785,7.8759,0
2/28/2011,1,-3.3177,6.9623,0
2/28/2011,2,-3.0613,6.2508,0
2/28/2011,3,-2.4417,5.4576,0
2/28/2011,4,-2.4773,4.9336,0
2/28/2011,5,-2.3303,4.7653,0
2/28/2011,6,-1.9156,4.6833,0
2/28/2011,7,33.5477,5.0644,9.22291691
2/28/2011,8,239.2597,6.1487,65.45287048
2/28/2011,9,453.9113,7.2879,123.5274779
2/28/2011,10,625.1655,8.3791,169.2798916
2/28/2011,11,746.3129,9.8353,200.725239
2/28/2011,12,803.9654,10.7875,215.2742978
2/28/2011,13,790.8425,11.8842,210.6762901
2/28/2011,14,697.5338,12.7618,185.0541477
2/28/2011,15,416.6852,13.3642,110.2318821
2/28/2011,16,262.5627,13.4245,69.43979317
2/28/2011,17,124.4603,13.3953,32.92048055
2/28/2011,18,12.0732,13.1282,3.19746327
2/28/2011,19,-2.4377,12.7465,0
2/28/2011,20,-2.2018,12.1863,0
2/28/2011,21,-2.8953,11.3738,0
2/28/2011,22,-2.6845,10.651,0
2/28/2011,23,-2.8554,10.3417,0
3/1/2011,0,-2.1656,9.9668,0
3/1/2011,1,-2.2133,8.8847,0
3/1/2011,2,-2.2183,8.1846,0
3/1/2011,3,-2.1468,7.4907,0
3/1/2011,4,-2.9862,7.1049,0
3/1/2011,5,-2.8403,6.4591,0
3/1/2011,6,-2.8876,5.8549,0
3/1/2011,7,43.058,6.4524,11.7627782
3/1/2011,8,252.1975,8.0321,68.39845245
3/1/2011,9,420.8464,9.3555,113.4415144
3/1/2011,10,553.6197,11.0992,148.0246209
3/1/2011,11,736.7258,12.3418,195.8384782
3/1/2011,12,745.1679,13.7582,196.7632606
3/1/2011,13,529.2823,14.7308,139.1147072
3/1/2011,14,256.1489,15.094,67.20898875
3/1/2011,15,209.0949,15.2103,54.83244543
3/1/2011,16,129.4205,15.1973,33.94096292
3/1/2011,17,129.0947,15.5155,33.80417335
3/1/2011,18,22.2329,15.4058,5.824858611
3/1/2011,19,-4.0875,14.293,0
3/1/2011,20,-2.9733,13.4503,0
3/1/2011,21,-1.7257,13.2535,0
3/1/2011,22,-3.5614,12.7393,0
3/1/2011,23,-3.3477,11.9515,0
3/2/2011,0,-2.5221,10.7178,0
3/2/2011,1,-2.6153,10.1307,0
3/2/2011,2,-1.1579,9.7447,0
3/2/2011,3,-0.6796,9.7223,0
3/2/2011,4,-1.3573,9.7428,0
3/2/2011,5,-1.9059,8.8795,0
3/2/2011,6,-0.696,8.9717,0
3/2/2011,7,19.3422,8.8193,5.226762919
3/2/2011,8,83.6812,9.8085,22.50935369
3/2/2011,9,407.307,11.572,108.663398
3/2/2011,10,558.0011,13.0573,147.8303247
3/2/2011,11,680.0961,14.2135,179.1938457
3/2/2011,12,653.9544,15.9083,170.9205465
3/2/2011,13,764.0241,17.4257,198.2397097
3/2/2011,14,494.4997,18.163,127.8510431
3/2/2011,15,519.1641,19.3838,133.4356868
3/2/2011,16,389.061,20.8637,99.27684127
3/2/2011,17,154.8932,21.0905,39.48024371
3/2/2011,18,20.8147,20.4262,5.322677844
3/2/2011,19,-2.3686,19.3735,0
3/2/2011,20,-2.5817,18.7552,0
3/2/2011,21,-2.5837,18.1117,0
3/2/2011,22,-2.1177,18.0955,0
3/2/2011,23,-2.4036,18.062,0
3/3/2011,0,-2.8655,17.712,0
3/3/2011,1,-2.4478,17.4288,0
3/3/2011,2,-2.6738,17.0123,0
3/3/2011,3,-2.7946,17.3217,0
3/3/2011,4,-3.0545,17.6512,0
3/3/2011,5,-3.1985,16.056,0
3/3/2011,6,-3.077,13.8097,0
3/3/2011,7,38.4575,13.2573,10.17886861
3/3/2011,8,241.4769,13.855,63.73330006
3/3/2011,9,445.3308,15.5505,116.5928917
3/3/2011,10,606.2876,16.9843,157.6466744
3/3/2011,11,724.697,19.0405,186.5727897
3/3/2011,12,784.6863,20.4632,200.621531
3/3/2011,13,772.3303,21.1282,196.8204606
3/3/2011,14,694.6252,21.7622,176.4676218
3/3/2011,15,549.2404,21.8993,139.4388871
3/3/2011,16,317.7229,22.0792,80.59073131
3/3/2011,17,179.9533,22.0302,45.65635664
3/3/2011,18,17.1117,21.28,4.357494405
3/3/2011,19,-3.8816,20.28,0
3/3/2011,20,-3.7566,19.5355,0
3/3/2011,21,-3.825,18.448,0
3/3/2011,22,-3.7409,17.1387,0
3/3/2011,23,-3.6065,15.5773,0
3/4/2011,0,-3.4247,15.1722,0
3/4/2011,1,-2.9706,14.4522,0
3/4/2011,2,-3.3255,13.618,0
3/4/2011,3,-2.2667,13.7025,0
3/4/2011,4,-2.9644,13.5035,0
3/4/2011,5,-2.3647,13.1057,0
3/4/2011,6,-2.551,13.2017,0
3/4/2011,7,43.8572,13.8157,11.5774401
3/4/2011,8,257.5102,14.2643,67.83324032
3/4/2011,9,472.7722,14.4637,124.4196372
3/4/2011,10,641.1807,15.7197,167.7331116
3/4/2011,11,772.8686,16.5092,201.4199909
3/4/2011,12,831.8339,17.4063,215.8543464
3/4/2011,13,815.231,18.19,210.7474039
3/4/2011,14,735.503,18.6947,189.6727088
3/4/2011,15,599.0661,19.1688,154.1331178
3/4/2011,16,410.3901,19.5017,105.4180849
3/4/2011,17,187.1599,19.177,48.15226512
3/4/2011,18,20.3647,18.6625,5.252501608
3/4/2011,19,-3.5716,17.8295,0
3/4/2011,20,-2.979,16.6962,0
3/4/2011,21,-2.7205,15.6248,0
3/4/2011,22,-2.7981,15.0268,0
3/4/2011,23,-2.9964,13.7262,0
3/5/2011,0,-3.128,13.0158,0
3/5/2011,1,-2.6405,12.0965,0
3/5/2011,2,-3.2205,10.8647,0
3/5/2011,3,-2.8032,10.4475,0
3/5/2011,4,-2.3775,9.8152,0
3/5/2011,5,-2.669,9.4867,0
3/5/2011,6,-2.2052,9.2953,0
3/5/2011,7,44.864,9.545,12.0827164
3/5/2011,8,249.9103,11.277,66.76447381
3/5/2011,9,456.8617,13.6003,120.7255329
3/5/2011,10,607.3822,14.7502,159.6274826
3/5/2011,11,732.6896,15.7402,191.6530989
3/5/2011,12,777.1257,17.1737,201.8839486
3/5/2011,13,813.7929,18.3262,210.2370888
3/5/2011,14,675.1588,19.2133,173.6733768
3/5/2011,15,453.4068,19.8632,116.2630251
3/5/2011,16,366.8086,20.3285,93.84408297
3/5/2011,17,164.008,19.7905,42.0699996
3/5/2011,18,26.2934,19.0117,6.770165959
3/5/2011,19,-3.9805,18.035,0
3/5/2011,20,-3.0514,17.0658,0
3/5/2011,21,-3.0949,16.8295,0
3/5/2011,22,-2.9308,15.9663,0
3/5/2011,23,-3.0296,15.0477,0
3/6/2011,0,-1.7652,14.0988,0
3/6/2011,1,-2.5135,13.5768,0
3/6/2011,2,-1.7585,13.1413,0
3/6/2011,3,-1.517,12.5753,0
3/6/2011,4,-1.1407,12.4018,0
3/6/2011,5,-1.5177,11.7455,0
3/6/2011,6,-2.2425,11.2788,0
3/6/2011,7,37.1533,11.1913,9.929623467
3/6/2011,8,186.2541,12.3417,49.51060034
3/6/2011,9,317.4946,13.6837,83.86473018
3/6/2011,10,336.2361,14.7277,88.37642261
3/6/2011,11,468.9432,15.9198,122.5584226
3/6/2011,12,522.2089,16.9082,135.8342375
3/6/2011,13,694.4683,18.4982,179.2611925
3/6/2011,14,468.6718,19.5422,120.3653462
3/6/2011,15,418.0889,20.4217,106.9148955
3/6/2011,16,254.6163,20.8503,64.97480158
3/6/2011,17,121.2403,20.7627,30.9522394
3/6/2011,18,16.7905,20.2047,4.298269356
3/6/2011,19,-2.4552,18.959,0
3/6/2011,20,-2.9011,17.8237,0
3/6/2011,21,-3.1362,16.9478,0
3/6/2011,22,-2.6024,16.4785,0
3/6/2011,23,-2.4866,16.1833,0
3/7/2011,0,-2.8085,16.2895,0
3/7/2011,1,-2.3257,15.7622,0
3/7/2011,2,-2.3923,15.2007,0
3/7/2011,3,-1.838,14.751,0
3/7/2011,4,-1.7703,14.2543,0
3/7/2011,5,-2.0539,13.618,0
3/7/2011,6,-1.9903,13.0663,0
3/7/2011,7,46.4836,13.2912,12.30123397
3/7/2011,8,185.7536,13.7237,49.05666665
3/7/2011,9,499.8234,15.177,131.0930566
3/7/2011,10,239.5021,16.5482,62.40580481
3/7/2011,11,593.764,16.6638,154.6281693
3/7/2011,12,584.7071,17.7598,151.4685204
3/7/2011,13,276.0297,17.7068,71.52384976
3/7/2011,14,486.462,18.4538,125.5960969
3/7/2011,15,264.7012,18.9827,68.16628316
3/7/2011,16,109.5067,18.6077,28.2516746
3/7/2011,17,121.3289,18.6348,31.29757839
3/7/2011,18,18.8507,18.3112,4.870285703
3/7/2011,19,-2.6553,16.5443,0
3/7/2011,20,-3.0493,14.9523,0
3/7/2011,21,-2.9092,13.9965,0
3/7/2011,22,-2.9005,13.2918,0
3/7/2011,23,-2.9557,12.7175,0
3/8/2011,0,-2.8725,12.175,0
3/8/2011,1,-2.7798,11.7547,0
3/8/2011,2,-2.782,11.0425,0
3/8/2011,3,-2.61,10.4897,0
3/8/2011,4,-2.7703,10.2455,0
3/8/2011,5,-2.7752,9.6988,0
3/8/2011,6,-2.1801,8.9797,0
3/8/2011,7,56.907,8.9163,15.37084389
3/8/2011,8,280.2675,10.3415,75.20225144
3/8/2011,9,493.6303,11.2432,131.8960416
3/8/2011,10,666.5444,12.2437,177.2644004
3/8/2011,11,786.2002,13.0638,208.2803535
3/8/2011,12,840.7424,14.1318,221.6072957
3/8/2011,13,822.6383,15.1285,215.8104175
3/8/2011,14,744.4065,15.9722,194.5020663
3/8/2011,15,610.6922,16.4423,159.2057008
3/8/2011,16,422.1646,17.1582,109.679313
3/8/2011,17,202.626,17.1133,52.65406309
3/8/2011,18,23.1142,16.3975,6.027099882
3/8/2011,19,-3.9546,15.613,0
3/8/2011,20,-3.8039,14.686,0
3/8/2011,21,-3.5063,14.1658,0
3/8/2011,22,-3.7573,13.5135,0
3/8/2011,23,-3.1828,12.9677,0
3/9/2011,0,-2.9722,11.6277,0
3/9/2011,1,-2.7664,11.2948,0
3/9/2011,2,-2.5548,10.7168,0
3/9/2011,3,-2.5627,10.0792,0
3/9/2011,4,-2.9011,9.2598,0
3/9/2011,5,-2.6743,9.0108,0
3/9/2011,6,-1.3149,8.237,0
3/9/2011,7,61.439,8.7655,16.60653931
3/9/2011,8,279.3273,10.9793,74.72728034
3/9/2011,9,413.6207,12.8785,109.6723041
3/9/2011,10,535.465,14.7512,140.7260921
3/9/2011,11,745.9193,16.2535,194.6350539
3/9/2011,12,769.1803,17.2555,199.741221
3/9/2011,13,809.5832,18.781,208.6892974
3/9/2011,14,731.6981,19.9658,187.5289182
3/9/2011,15,599.5084,20.9297,152.9273238
3/9/2011,16,414.4338,21.5033,105.4198883
3/9/2011,17,196.9368,21.9163,49.99331751
3/9/2011,18,20.6774,21.0823,5.270609812
3/9/2011,19,-3.4767,19.8483,0
3/9/2011,20,-3.3984,18.9043,0
3/9/2011,21,-3.0522,17.9622,0
3/9/2011,22,-3.1602,16.9142,0
3/9/2011,23,-3.4856,15.5918,0
3/10/2011,0,-3.3453,14.91,0
3/10/2011,1,-2.876,14.282,0
3/10/2011,2,-2.6421,12.403,0
3/10/2011,3,-2.8051,12.2133,0
3/10/2011,4,-2.7476,11.776,0
3/10/2011,5,-2.1153,11.5228,0
3/10/2011,6,-1.5526,11.2007,0
3/10/2011,7,66.3275,10.7972,17.75942027
3/10/2011,8,299.6651,14.2992,78.92459538
3/10/2011,9,342.0437,15.8825,89.40915429
3/10/2011,10,615.6359,17.7692,159.4734001
3/10/2011,11,658.3334,19.0947,169.4429203
3/10/2011,12,830.7947,20.2712,212.6095025
3/10/2011,13,583.2892,21.5053,148.370326
3/10/2011,14,541.4935,22.2352,137.2447765
3/10/2011,15,611.3047,23.3268,154.1047188
3/10/2011,16,430.5282,23.696,108.333811
3/10/2011,17,207.9252,24.4665,52.11996012
3/10/2011,18,22.3055,24.6557,5.58597473
3/10/2011,19,-4.9675,23.2255,0
3/10/2011,20,-4.134,22.6265,0
3/10/2011,21,-3.6778,22.3022,0
3/10/2011,22,-4.289,20.852,0
3/10/2011,23,-3.6657,20.1032,0
3/11/2011,0,-4.2405,18.8713,0
3/11/2011,1,-3.8718,18.379,0
3/11/2011,2,-3.9657,16.9278,0
3/11/2011,3,-3.4415,14.823,0
3/11/2011,4,-3.2166,14.2972,0
3/11/2011,5,-2.8496,13.8307,0
3/11/2011,6,-2.1494,12.9165,0
3/11/2011,7,66.5437,12.911,17.64148349
3/11/2011,8,291.1049,15.1368,76.36525731
3/11/2011,9,500.027,16.9167,130.0590853
3/11/2011,10,671.0273,18.2747,173.3978999
3/11/2011,11,789.2072,19.8425,202.3897202
3/11/2011,12,843.7666,21.6157,214.5110991
3/11/2011,13,822.608,23.2652,207.4358254
3/11/2011,14,742.9064,24.8005,185.9118623
3/11/2011,15,621.0976,25.9973,154.5001242
3/11/2011,16,335.3976,25.5147,83.63361357
3/11/2011,17,196.8812,24.9462,49.23354026
3/11/2011,18,35.8892,24.2663,9.005214883
3/11/2011,19,-3.6949,23.4835,0
3/11/2011,20,-3.7356,22.7703,0
3/11/2011,21,-4.1193,22.0445,0
3/11/2011,22,-3.816,21.7032,0
3/11/2011,23,-3.3858,20.7683,0
3/12/2011,0,-2.8881,19.9503,0
3/12/2011,1,-3.059,19.0753,0
3/12/2011,2,-3.4327,18.1302,0
3/12/2011,3,-3.2417,16.7468,0
3/12/2011,4,-3.0589,15.8767,0
3/12/2011,5,-3.7616,15.0253,0
3/12/2011,6,-2.2356,14.1927,0
3/12/2011,7,69.5737,14.4018,18.31511998
3/12/2011,8,289.9804,16.124,75.71243254
3/12/2011,9,496.9524,17.5413,128.8713736
3/12/2011,10,656.1603,18.7592,169.1587815
3/12/2011,11,692.9607,19.964,177.6023626
3/12/2011,12,750.7239,20.9993,191.4352514
3/12/2011,13,817.5589,22.058,207.3962979
3/12/2011,14,714.4094,23.3205,180.1021632
3/12/2011,15,500.5367,23.7172,125.9367856
3/12/2011,16,275.2456,23.8373,69.21143507
3/12/2011,17,177.268,24.1093,44.51436576
3/12/2011,18,16.7077,23.2903,4.212631443
3/12/2011,19,-2.6811,22.3402,0
3/12/2011,20,-3.5946,21.2902,0
3/12/2011,21,-3.9661,20.1398,0
3/12/2011,22,-4.0618,19.3157,0
3/12/2011,23,-3.8131,17.8133,0
3/13/2011,0,-3.761,16.5247,0
3/13/2011,1,-3.3722,16.5967,0
3/13/2011,2,-3.2236,16.4728,0
3/13/2011,3,-2.6295,15.9683,0
3/13/2011,4,-2.9374,15.6438,0
3/13/2011,5,-3.7094,14.0343,0
3/13/2011,6,-2.4535,13.3055,0
3/13/2011,7,73.7449,13.7343,19.4747099
3/13/2011,8,298.0396,16.5998,77.63939031
3/13/2011,9,508.4272,17.4177,131.9256094
3/13/2011,10,672.3189,18.9507,173.1635484
